"Test_Corpus_ID" "Query_ID" "SOLR_Index_Type" "Run_ID" "Ontology_Set_ID" "Precision" "Recall"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q5" "esor_annot" "2016-03-09 17:09:24" "None" "6.12244897959184" "75"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q5" "bioportal_annot" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q5" "metacat_filtered" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q5" "metacat_ui" "2016-03-09 17:09:24" "None" "100" "62.5"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q5" "full_text" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q5" "nat_lang" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q4" "manual_annot" "2016-03-09 17:09:24" "None" "100" "100"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q4" "esor_annot" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q4" "bioportal_annot" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q4" "metacat_filtered" "2016-03-09 17:09:24" "None" "0" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q4" "metacat_ui" "2016-03-09 17:09:24" "None" "19.047619047619" "80"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q4" "full_text" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q4" "nat_lang" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q3" "manual_annot" "2016-03-09 17:09:24" "None" "100" "90"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q3" "esor_annot" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q3" "bioportal_annot" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q3" "metacat_filtered" "2016-03-09 17:09:24" "None" "72.7272727272727" "80"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q3" "metacat_ui" "2016-03-09 17:09:24" "None" "66.6666666666667" "40"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q3" "full_text" "2016-03-09 17:09:24" "None" "66.6666666666667" "60"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q3" "nat_lang" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q2" "manual_annot" "2016-03-09 17:09:24" "None" "100" "85.7142857142857"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q2" "esor_annot" "2016-03-09 17:09:24" "None" "100" "14.2857142857143"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q2" "bioportal_annot" "2016-03-09 17:09:24" "None" "3.03030303030303" "14.2857142857143"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q2" "metacat_filtered" "2016-03-09 17:09:24" "None" "25" "14.2857142857143"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q2" "metacat_ui" "2016-03-09 17:09:24" "None" "33.3333333333333" "14.2857142857143"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q2" "full_text" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q2" "nat_lang" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q1" "manual_annot" "2016-03-09 17:09:24" "None" "100" "50"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q1" "esor_annot" "N/A" "N/A" "0" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q1" "bioportal_annot" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q1" "metacat_filtered" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q1" "metacat_ui" "2016-03-09 17:09:24" "None" "50" "25"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q1" "full_text" "N/A" "N/A" "NaN" "0"
"~/dataone/gitcheckout/semantic-query/lib/ground_truth/test_corpus_f_groundtruth_carbon_flux_queries.csv" "q1" "nat_lang" "N/A" "N/A" "NaN" "0"
