pkg_id,ent_no,attr_no,class_id_int,entity,characteristic
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/152/30,1,17,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/152/30,1,18,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/152/30,1,22,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/152/30,1,23,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/152/30,1,24,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/152/30,1,25,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/152/30,1,26,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/152/30,1,29,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,21,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,1,1193,ecso:sampling_cruise,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,13,1193,ecso:sampling_cruise_station,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,14,1193,ecso:sampling_cruise,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,27,1246,ecso:oxygen,pato:concentration_of
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,19,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,8,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,9,"","",""
judithk.1000.13,12,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,10,"","",""
judithk.1256.3,1,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,12,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,15,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,16,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,17,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,18,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,22,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,23,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,24,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,25,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,26,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,28,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/16/32,1,29,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,20,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,1,1193,ecso:sampling_cruise,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,13,1193,ecso:sampling_cruise_station,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,14,1193,ecso:sampling_cruise,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,18,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,8,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,9,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,10,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,12,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,15,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,16,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,17,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,21,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,22,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/160/29,1,23,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,26,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,1,1193,ecso:sampling_cruise,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,14,1193,ecso:sampling_cruise_station,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,15,1193,ecso:sampling_cruise,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,38,1246,ecso:oxygen,pato:concentration_of
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,22,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,8,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,9,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,10,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,12,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,13,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,16,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,17,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,18,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,19,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,20,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,21,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,23,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,25,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,27,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,28,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,29,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,30,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,31,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,32,"","",""
judithk.1000.13,12,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,33,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,34,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,35,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,36,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,37,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,39,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,40,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,41,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,42,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/165/22,1,43,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,4,1157,ecso:sampling_site,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,16,1157,ecso:species,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,17,1222,ecso:plant_shoot,pato:height
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,1,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,8,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,9,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,10,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,12,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,13,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,14,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,15,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,18,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,19,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/178/20,1,20,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/180/18,1,8,1130,ecso:leaf,ecso:organic_content
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/180/18,1,7,1152,ecso:leaf,oboe-characteristics:Area
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/180/18,1,4,1157,ecso:sampling_site,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/180/18,1,5,1193,ecso:marsh_zone,oboe-characteristics:Name
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/180/18,1,1,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/180/18,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/180/18,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/180/18,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,20,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,58,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,60,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,62,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,1,1157,ecso:sampling_site,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,1,1157,ecso:sampling_site,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,12,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,13,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,14,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,15,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,8,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,9,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,10,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,13,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,15,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,16,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,17,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,18,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,19,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,21,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,22,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,1,23,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,9,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,16,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,17,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,19,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,21,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,24,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,26,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,28,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,29,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,30,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,31,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,32,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,34,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,36,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,38,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,39,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,40,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,41,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,42,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,44,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,46,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,48,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,49,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,50,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,51,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,52,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,54,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,56,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,59,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,61,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,63,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,64,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,65,"","",""
judithk.1000.13,12,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,66,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,67,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,69,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,71,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,73,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,74,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,75,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,76,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,77,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,78,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,79,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,80,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,81,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/182/36,2,82,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,21,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,1,1157,ecso:sampling_site,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,13,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,8,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,9,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,10,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,12,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,14,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,16,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,17,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,18,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,19,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,20,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,22,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,23,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/31,1,24,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,21,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,1,1157,ecso:sampling_site,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,13,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,8,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,9,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,10,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,12,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,14,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,16,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,17,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,18,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,19,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,20,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,22,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,23,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/184/32,1,24,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,21,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,1,1157,ecso:sampling_site,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,13,1227,envo:water,pato:temperature
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,6,"","",""
judithk.1000.13,12,9,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,7,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,8,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,9,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,10,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,11,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,12,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,14,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,16,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,17,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,18,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,19,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,20,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,22,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,23,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/187/31,1,24,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/19/21,1,7,1189,ecso:organism,oboe-characteristics:Count
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/19/21,1,1,1157,ecso:sampling_site,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/19/21,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/19/21,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/19/21,1,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/19/21,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/19/21,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/191/18,1,7,1189,taxa:organism,oboe-characteristics:Count
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/191/18,1,1,1157,ecso:sampling_site,oboe-characteristics:Identifier
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/191/18,1,2,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/191/18,1,3,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/191/18,1,4,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/191/18,1,5,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/191/18,1,6,"","",""
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/192/30,1,21,1164,envo:water,ecso:salinity
https://pasta.lternet.edu/package/metadata/eml/knb-lter-gce/192/30,1,1,1193,ecso:sampling_cruise,oboe-characteristics:Name
