pkg_id,ent_no,attr_no,class_id_int,entity,characteristic,class_uri
10.5066/F7833Q2V.0,1,6,2891,ecso:species,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002891
10.5066/F7833Q2V.0,2,12,2891,ecso:species,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002891
10.5066/F7833Q2V.0,2,13,2891,ecso:species,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002891
3bbdbc1b-efa5-4198-af95-37342a5e6559,2,15,2719,ecso:sample,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002719
3bbdbc1b-efa5-4198-af95-37342a5e6559,2,16,2719,ecso:sample,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002719
3bbdbc1b-efa5-4198-af95-37342a5e6559,2,1,2797,ecso:sampling_site,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002797
3bbdbc1b-efa5-4198-af95-37342a5e6559,2,13,2891,ecso:species,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002891
3bbdbc1b-efa5-4198-af95-37342a5e6559,3,2,2797,ecso:sampling_site,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002797
ark:/90135/q14x55sv/1/mrt-eml.xml,1,3,2001,ecso:wind,pato:direction,http://purl.dataone.org/odo/ECSO_00002001
ark:/90135/q1571903/2/mrt-eml.xml,1,1,2001,ecso:wind,pato:direction,http://purl.dataone.org/odo/ECSO_00002001
ark:/90135/q15x26ws/1/mrt-eml.xml,1,2,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q15x26ws/1/mrt-eml.xml,1,3,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/90135/q1610x80/1/mrt-eml.xml,1,1,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/90135/q17p8wct/1/mrt-eml.xml,1,3,2001,ecso:wind,pato:direction,http://purl.dataone.org/odo/ECSO_00002001
ark:/90135/q1930r39/1/mrt-eml.xml,1,5,2891,ecso:species,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002891
ark:/90135/q1930r39/2/mrt-eml.xml,1,5,2891,ecso:species,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002891
ark:/90135/q19k4866/1/mrt-eml.xml,1,3,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/90135/q19k4866/1/mrt-eml.xml,1,2,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q1cf9n23/1/mrt-eml.xml,1,3,2001,ecso:wind,pato:direction,http://purl.dataone.org/odo/ECSO_00002001
ark:/90135/q1db7zsr/1/mrt-eml.xml,1,3,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q1h41pd3/1/mrt-eml.xml,1,3,2001,ecso:wind,pato:direction,http://purl.dataone.org/odo/ECSO_00002001
ark:/90135/q1j38qg1/1/mrt-eml.xml,1,2,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q1j38qg1/1/mrt-eml.xml,1,3,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/90135/q1k35rmd/1/mrt-eml.xml,1,2,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q1k35rmd/1/mrt-eml.xml,1,3,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/90135/q1mw2f32/1/mrt-eml.xml,1,3,2001,ecso:wind,pato:direction,http://purl.dataone.org/odo/ECSO_00002001
ark:/90135/q1nv9g6f/1/mrt-eml.xml,1,2,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q1nv9g6f/1/mrt-eml.xml,1,3,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/90135/q1pv6hbt/1/mrt-eml.xml,1,2,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q1pv6hbt/1/mrt-eml.xml,1,3,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/90135/q1qn64p0/1/mrt-eml.xml,1,3,2007,ecso:wind_direction,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002007
ark:/90135/q1rn35tc/1/mrt-eml.xml,1,3,2001,ecso:wind,pato:direction,http://purl.dataone.org/odo/ECSO_00002001
ark:/90135/q1sn06x9/1/mrt-eml.xml,1,2,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q1sn06x9/1/mrt-eml.xml,1,3,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/90135/q1tx3cbz/1/mrt-eml.xml,1,3,2797,ecso:sampling_site,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002797
ark:/90135/q1tx3cbz/1/mrt-eml.xml,1,6,2009,ecso:light_condition,pato:quality,http://purl.dataone.org/odo/ECSO_00002009
ark:/90135/q1vd6wdb/1/mrt-eml.xml,1,3,2001,ecso:wind,pato:direction,http://purl.dataone.org/odo/ECSO_00002001
ark:/90135/q1wd3xjq/1/mrt-eml.xml,1,3,2001,ecso:wind,pato:direction,http://purl.dataone.org/odo/ECSO_00002001
ark:/90135/q1xd0znn/1/mrt-eml.xml,1,2,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q1xd0znn/1/mrt-eml.xml,1,3,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/90135/q1zc80t9/1/mrt-eml.xml,1,2,2003,ecso:rain,pato:intensity,http://purl.dataone.org/odo/ECSO_00002003
ark:/90135/q1zc80t9/1/mrt-eml.xml,1,3,2005,ecso:hail,pato:intensity,http://purl.dataone.org/odo/ECSO_00002005
ark:/99999/fk4d813mb/1/mrt-eml.xml,1,4,2012,envo:sea_water,ecso:density_anomaly,http://purl.dataone.org/odo/ECSO_00002012
asan.19.3,1,2,2015,ecso:wood-talc-polylactic_acid_composite,oboe-characteristics:SpecificGravity,http://purl.dataone.org/odo/ECSO_00002015
asan.19.3,2,4,2016,ecso:wood-talc-polylactic_acid_composite,oboe-characteristics:VolumetricRate,http://purl.dataone.org/odo/ECSO_00002016
ben.1.1,7,3,2018,ecso:water,ecso:absorption_254nm,http://purl.dataone.org/odo/ECSO_00002018
ben.1.1,7,13,2018,ecso:water,ecso:absorption_254nm,http://purl.dataone.org/odo/ECSO_00002018
ben.1.1,7,4,2020,ecso:water,ecso:absorption_280nm,http://purl.dataone.org/odo/ECSO_00002020
ben.1.1,7,14,2020,ecso:water,ecso:absorption_280nm,http://purl.dataone.org/odo/ECSO_00002020
ben.1.1,7,5,2022,ecso:water,ecso:absorption_300nm,http://purl.dataone.org/odo/ECSO_00002022
ben.1.1,7,15,2022,ecso:water,ecso:absorption_300nm,http://purl.dataone.org/odo/ECSO_00002022
ben.1.1,7,6,2024,ecso:water,ecso:absorption_320nm,http://purl.dataone.org/odo/ECSO_00002024
ben.1.1,7,16,2024,ecso:water,ecso:absorption_320nm,http://purl.dataone.org/odo/ECSO_00002024
ben.1.1,7,7,2026,ecso:water,ecso:absorption_365nm,http://purl.dataone.org/odo/ECSO_00002026
ben.1.1,7,17,2026,ecso:water,ecso:absorption_365nm,http://purl.dataone.org/odo/ECSO_00002026
ben.1.1,7,8,2028,ecso:water,ecso:absorption_400nm,http://purl.dataone.org/odo/ECSO_00002028
ben.1.1,7,18,2028,ecso:water,ecso:absorption_400nm,http://purl.dataone.org/odo/ECSO_00002028
ben.1.1,7,9,2030,ecso:water,ecso:absorption_420nm,http://purl.dataone.org/odo/ECSO_00002030
ben.1.1,7,19,2030,ecso:water,ecso:absorption_420nm,http://purl.dataone.org/odo/ECSO_00002030
ben.1.1,7,10,2032,ecso:water,ecso:absorption_440nm,http://purl.dataone.org/odo/ECSO_00002032
ben.1.1,7,20,2032,ecso:water,ecso:absorption_440nm,http://purl.dataone.org/odo/ECSO_00002032
ben.1.1,4,3,2034,ecso:lake_surface,oboe-characteristics:Area,http://purl.dataone.org/odo/ECSO_00002034
ben.1.1,2,7,2037,ecso:microequivalents,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002037
ben.1.1,2,13,2039,ecso:nitrogen,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002039
ben.1.1,2,14,2039,ecso:nitrogen,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002039
ben.1.1,2,15,2041,ecso:phosphorus,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002041
ben.1.1,2,16,2041,ecso:phosphorus,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002041
ben.1.1,2,17,2043,ecso:chloride,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002043
ben.1.1,2,18,2045,ecso:sulfate,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002045
ben.1.1,2,19,2047,ecso:calcium,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002047
ben.1.1,2,20,2049,ecso:magnesium,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002049
ben.1.1,2,21,2051,ecso:sodium,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002051
ben.1.1,2,22,2053,ecso:potassium,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002053
ben.1.1,2,23,2055,ecso:iron,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002055
ben.1.1,2,24,2057,ecso:manganese,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002057
ben.1.1,5,7,2037,ecso:microequivalents,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002037
ben.1.1,5,13,2039,ecso:nitrogen,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002039
ben.1.1,5,14,2039,ecso:nitrogen,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002039
ben.1.1,5,15,2041,ecso:phosphorus,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002041
ben.1.1,5,16,2041,ecso:phosphorus,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002041
ben.1.1,5,17,2043,ecso:chloride,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002043
ben.1.1,5,18,2045,ecso:sulfate,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002045
ben.1.1,5,19,2047,ecso:calcium,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002047
ben.1.1,5,20,2049,ecso:magnesium,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002049
ben.1.1,5,21,2051,ecso:sodium,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002051
ben.1.1,5,22,2053,ecso:potassium,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002053
ben.1.1,5,23,2055,ecso:iron,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002055
ben.1.1,5,24,2057,ecso:manganese,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002057
ben.1.1,4,2,2058,ecso:lake_surface,pato:elevation,http://purl.dataone.org/odo/ECSO_00002058
ben.1.1,4,4,2058,ecso:lake_surface,pato:elevation,http://purl.dataone.org/odo/ECSO_00002058
BrianGratwicke.4.1,1,6,2719,ecso:sample,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002719
BrianGratwicke.4.1,1,1,2797,ecso:sampling_site,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002797
BrianGratwicke.4.1,1,5,2891,ecso:species,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002891
cbfs.127.27,2,19,2060,ecso:trawl_event,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002060
cgries.16.1,1,44,2062,envo:water,ecso:turbidity,http://purl.dataone.org/odo/ECSO_00002062
cgries.16.1,1,165,2064,ecso:lake_basin_impervious_pixel,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002064
cgries.16.1,1,177,2066,ecso:lake_buffer_impervious_pixels,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002066
cgries.16.1,1,179,2064,ecso:lake_basin_impervious_pixel,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002064
cgries.16.1,1,1,2796,ecso:sampling_site,oboe-characteristics:Identifier,http://purl.dataone.org/odo/ECSO_00002796
cgries.16.1,1,13,2796,ecso:sampling_site,oboe-characteristics:Identifier,http://purl.dataone.org/odo/ECSO_00002796
cgries.16.1,1,43,2039,ecso:nitrogen,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002039
cgries.16.1,1,42,2041,ecso:phosphorus,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002041
cgries.16.1,1,45,2037,ecso:microequivalents,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002037
cgries.16.1,1,47,2067,envo:water,pato:conductivity,http://purl.dataone.org/odo/ECSO_00002067
cgries.16.1,1,173,2069,ecso:lake_basin_elevation_range,pato:distance,http://purl.dataone.org/odo/ECSO_00002069
cgries.16.1,1,174,2071,ecso:lake_buffer_elevation_range,pato:distance,http://purl.dataone.org/odo/ECSO_00002071
cgries.16.1,1,37,2073,envo:sampling_site,pato:elevation,http://purl.dataone.org/odo/ECSO_00002073
cgries.16.1,1,166,2075,ecso:lake_buffer_road,pato:length,http://purl.dataone.org/odo/ECSO_00002075
cgries.16.1,1,168,2077,ecso:lake_basin_road,pato:length,http://purl.dataone.org/odo/ECSO_00002077
cgries.16.1,1,33,2078,envo:lake,pato:perimeter,http://purl.dataone.org/odo/ECSO_00002078
chenlung.111.5,1,2,2080,ecso:bamboo_vinegar,ecso:pH,http://purl.dataone.org/odo/ECSO_00002080
Collinge.3.34,7,58,2136,taxa:Pleuropogon,pato:frequency,http://purl.dataone.org/odo/ECSO_00002136
chenlung.111.5,1,3,2081,ecso:bamboo_vinegar,oboe-characteristics:SpecificGravity,http://purl.dataone.org/odo/ECSO_00002081
Chenlung.18.7,3,5,2084,ecso:rice_straw_pulp_sheet,ecso:tearing_coefficient,http://purl.dataone.org/odo/ECSO_00002084
Chenlung.18.7,3,9,2086,ecso:rice_straw_pulp_sheet,ecso:light_scattering_coefficient,http://purl.dataone.org/odo/ECSO_00002086
Chenlung.18.7,3,3,2088,ecso:rice_straw_pulp_sheet,ecso:delignification,http://purl.dataone.org/odo/ECSO_00002088
Collinge.3.34,6,63,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Chenlung.18.7,3,6,2084,ecso:rice_straw_pulp_sheet,ecso:tearing_coefficient,http://purl.dataone.org/odo/ECSO_00002084
Chenlung.18.7,3,7,2084,ecso:rice_straw_pulp_sheet,ecso:tearing_coefficient,http://purl.dataone.org/odo/ECSO_00002084
Chenlung.18.7,3,4,2089,ecso:rice_straw_pulp_sheet,pato:strength,http://purl.dataone.org/odo/ECSO_00002089
Chenlung.18.7,3,8,2089,ecso:rice_straw_pulp_sheet,pato:strength,http://purl.dataone.org/odo/ECSO_00002089
Chenlung.18.7,3,10,2089,ecso:rice_straw_pulp_sheet,pato:strength,http://purl.dataone.org/odo/ECSO_00002089
chien.19.11,1,1,2092,taxa:Phellodendron_amurense,ecso:seed_germination,http://purl.dataone.org/odo/ECSO_00002092
chien.19.11,1,2,2092,taxa:Phellodendron_amurense,ecso:seed_germination,http://purl.dataone.org/odo/ECSO_00002092
chien.19.11,1,3,2092,taxa:Phellodendron_amurense,ecso:seed_germination,http://purl.dataone.org/odo/ECSO_00002092
chien.19.11,1,4,2092,taxa:Phellodendron_amurense,ecso:seed_germination,http://purl.dataone.org/odo/ECSO_00002092
chien.19.11,2,2,2092,taxa:Phellodendron_amurense,ecso:seed_germination,http://purl.dataone.org/odo/ECSO_00002092
chien.19.11,2,3,2092,taxa:Phellodendron_amurense,ecso:seed_germination,http://purl.dataone.org/odo/ECSO_00002092
chien.19.11,2,4,2092,taxa:Phellodendron_amurense,ecso:seed_germination,http://purl.dataone.org/odo/ECSO_00002092
chien.19.11,2,5,2092,taxa:Phellodendron_amurense,ecso:seed_germination,http://purl.dataone.org/odo/ECSO_00002092
chien.19.11,2,6,2092,taxa:Phellodendron_amurense,ecso:seed_germination,http://purl.dataone.org/odo/ECSO_00002092
ching.11.7,1,2,2094,ecso:Pasania_dodonaeifolia_seed_lt_5mm,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002094
ching.11.7,1,3,2096,ecso:Pasania_dodonaeifolia_seed_5_10mm,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002096
ching.11.7,1,4,2098,ecso:Pasania_dodonaeifolia_seed_gt_10mm,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002098
Chung.37.12,1,3,2100,ecso:mother_tree,pato:elevation,http://purl.dataone.org/odo/ECSO_00002100
ckho.12.5,1,3,2102,ecso:10deacetyl_baccatin_III,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002102
ckho.12.5,1,4,2104,ecso:baccatin_III,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002104
ckho.12.5,1,5,2106,ecso:taxol,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002106
ckho.12.5,1,6,2108,ecso:taxol_analog,pato:concentration_of,http://purl.dataone.org/odo/ECSO_00002108
ckho.12.5,2,5,2110,ecso:explant_gene_material,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00002110
ckho.6.7,1,12,2112,ecso:deacetyl_baccatin,pato:mass,http://purl.dataone.org/odo/ECSO_00002112
ckho.6.7,1,13,2113,ecso:taxol,pato:mass,http://purl.dataone.org/odo/ECSO_00002113
ckho.6.7,1,14,2115,ecso:taxanes,pato:mass,http://purl.dataone.org/odo/ECSO_00002115
CLOEODMETADATA.05192014.1,1,25,3457,taxa:bird,oboe-characteristics:Count,http://purl.dataone.org/odo/ECSO_00003457
CLOEODMETADATA.05192014.1,1,22,2891,ecso:species,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002891
cmchiu.135.2,1,4,2117,ecso:tree,pato:volume,http://purl.dataone.org/odo/ECSO_00002117
cmchiu.3.15,1,6,2118,ecso:wood,oboe-characteristics:SpecificGravity,http://purl.dataone.org/odo/ECSO_00002118
cmchiu.3.15,1,7,2120,ecso:wood_tracheid_early,pato:length,http://purl.dataone.org/odo/ECSO_00002120
cmchiu.3.15,1,8,2122,ecso:wood_tracheid_late,pato:length,http://purl.dataone.org/odo/ECSO_00002122
cmchiu.3.15,1,5,2124,ecso:tree_ring,pato:width,http://purl.dataone.org/odo/ECSO_00002124
cmhsieh.3.2,2,2,2126,ecso:agricultural_space,pato:area,http://purl.dataone.org/odo/ECSO_00002126
cmhsieh.3.2,2,3,2128,ecso:tea_plantation,pato:area,http://purl.dataone.org/odo/ECSO_00002128
Collinge.3.34,11,2,2130,ecso:Rabbit_pellets,pato:frequency,http://purl.dataone.org/odo/ECSO_00002130
Collinge.3.34,1,4,2132,taxa:Aira_caryophyllea,pato:frequency,http://purl.dataone.org/odo/ECSO_00002132
Collinge.3.34,1,5,2134,taxa:Alopecurus_carolinianus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002134
Collinge.3.34,2,58,2136,taxa:Pleuropogon,pato:frequency,http://purl.dataone.org/odo/ECSO_00002136
Collinge.3.34,2,62,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,2,63,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,3,17,2140,taxa:Centunculus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002140
Collinge.3.34,3,21,2142,taxa:Convolvulus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002142
Collinge.3.34,3,58,2136,taxa:Pleuropogon,pato:frequency,http://purl.dataone.org/odo/ECSO_00002136
Collinge.3.34,3,62,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,3,63,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,4,17,2140,taxa:Centunculus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002140
Collinge.3.34,4,21,2142,taxa:Convolvulus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002142
Collinge.3.34,4,58,2136,taxa:Pleuropogon,pato:frequency,http://purl.dataone.org/odo/ECSO_00002136
Collinge.3.34,4,62,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,4,63,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,5,21,2142,taxa:Convolvulus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002142
Collinge.3.34,5,58,2136,taxa:Pleuropogon,pato:frequency,http://purl.dataone.org/odo/ECSO_00002136
Collinge.3.34,5,62,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,5,63,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,6,17,2140,taxa:Centunculus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002140
Collinge.3.34,6,21,2142,taxa:Convolvulus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002142
Collinge.3.34,6,58,2136,taxa:Pleuropogon,pato:frequency,http://purl.dataone.org/odo/ECSO_00002136
Collinge.3.34,6,62,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,7,17,2140,taxa:Centunculus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002140
Collinge.3.34,7,21,2142,taxa:Convolvulus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002142
Collinge.3.34,7,62,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,7,63,2138,taxa:Psilocarphus,pato:frequency,http://purl.dataone.org/odo/ECSO_00002138
Collinge.3.34,2,85,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,2,86,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,3,85,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,3,86,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,4,85,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,4,86,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,5,85,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,5,86,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,6,85,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,6,86,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,7,85,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,7,86,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,10,3,2891,ecso:species,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002891
Collinge.3.34,12,102,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,12,103,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,13,101,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,13,102,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,15,5,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,15,6,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,16,5,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,16,6,2941,ecso:treatment_protocol,oboe-characteristics:Name,http://purl.dataone.org/odo/ECSO_00002941
Collinge.3.34,15,7,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,8,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,9,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,10,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,11,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,12,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,13,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,14,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,15,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,16,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,17,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,15,18,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,7,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,8,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,9,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,10,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,11,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,12,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,13,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,14,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,15,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,16,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,17,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,18,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,19,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,20,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
Collinge.3.34,16,21,2144,ecso:vernal_pool,pato:depth,http://purl.dataone.org/odo/ECSO_00002144
