q1,manual_annot,sem_annotation:"http://purl.dataone.org/odo/ECSO_00000533",None
q7,manual_annot,sem_annotation:"http://purl.dataone.org/odo/ECSO_00000537",None
q10,manual_annot,sem_annotation:"http://purl.dataone.org/odo/ECSO_00000543",None
